transaction_id,amount,status,settlement_date
BL1013695879,8051.28,successful,2024-05-14
BL9593744090,2675.39,successful,2024-02-20
BL6305057714,37768.42,successful,2025-09-13
BL9636156867,47510.01,successful,2025-06-30
BL5182901328,674.79,successful,2025-12-07
BL5530035756,34025.66,successful,2024-10-25
BL4138632366,36290.77,successful,2024-03-27
BL2893660363,4823.36,successful,2025-05-28
BL5968722831,4637.46,successful,2024-11-01
BL7968411721,25919.56,successful,2024-06-16
BL3918887425,15803.92,successful,2024-12-18
BL4231832811,45644.05,successful,2025-03-28
BL1017624133,41017.69,successful,2025-11-22
BL5371191929,22657.11,successful,2024-10-06
BL7678601591,13451.87,successful,2024-10-27
BL7140304082,26076.66,pending,2024-03-16
BL0601070815,30527.41,successful,2024-08-09
BL5940250197,29540.06,successful,2024-11-28
BL3711566074,2305.41,failed,2024-04-11
BL6221596406,10847.38,successful,2025-11-18
BL3106373506,15919.58,successful,2025-03-07
BL1681476074,34398.52,successful,2024-10-26
BL4286830122,23702.31,failed,2024-12-08
BL4544128932,19242.37,successful,2025-07-17
BL5480261106,25249.21,successful,2025-03-31
BL3233945162,12229.46,successful,2024-10-23
BL0621291759,28293.76,successful,2024-08-03
BL1686164577,33011.38,successful,2025-02-01
BL4806065584,22442.02,successful,2024-06-29
BL2202625124,36004.55,successful,2024-09-27
BL4757329497,5948.58,successful,2024-09-06
BL5329205848,39862.3,successful,2024-11-22
BL3972579100,11684.57,pending,2024-05-05
BL9614370384,34951.85,pending,2024-03-15
BL6598247815,35516.45,successful,2025-03-07
BL4510603937,27940.09,successful,2024-12-30
BL2306277895,8620.35,pending,2025-05-04
BL3592742496,2546.79,successful,2025-04-11
BL8395980889,11696.83,successful,2024-03-13
BL9482033019,3570.52,successful,2024-08-02
BL2400346220,20834.55,failed,2024-03-09
BL9383089228,32143.88,successful,2025-01-29
BL7936996109,44221.15,failed,2025-09-03
BL6486855740,4477.43,successful,2025-03-22
BL4656443512,49925.62,successful,2024-05-29
BL7510168791,21749.41,successful,2024-01-10
BL0160343429,33863.97,successful,2025-01-08
BL4318806609,26145.1,successful,2025-11-13
BL0063862272,41737.52,successful,2024-12-29
BL3751916827,19174.23,successful,2025-06-13
BL8371739196,28378.65,failed,2025-08-11
BL5985354205,28735.75,successful,2025-01-03
BL5230725681,13947.76,successful,2024-05-29
BL6151915613,20444.69,failed,2024-03-11
BL8864070835,46306.12,successful,2024-01-25
BL7478955389,43808.62,failed,2025-08-07
BL4522747652,42100.07,failed,2025-02-25
BL9996427193,32761.24,successful,2024-12-05
BL7608351756,423.2,successful,2024-02-20
BL6918089677,18128.32,successful,2025-11-16
BL8688714031,33989.69,successful,2025-11-08
BL5580594618,16231.86,successful,2025-03-11
BL1325928340,30112.43,successful,2024-03-15
BL0354272094,6274.68,successful,2025-06-13
BL8694018395,19154.13,successful,2024-12-19
BL5214763060,20232.12,successful,2024-09-15
BL0086351062,3847.18,successful,2025-04-20
BL5800673626,25860.83,successful,2024-02-09
BL6453667467,23184.35,successful,2024-04-25
BL5768586587,34484.41,successful,2024-05-17
BL8885380561,8302.53,successful,2024-02-09
BL4240602973,36979.03,successful,2024-01-31
BL0185177841,8527.69,failed,2025-11-11
BL6427665679,31167.93,successful,2024-11-29
BL0062995616,32131.11,successful,2025-02-11
BL1341598147,35500.32,successful,2024-08-31
BL2930976015,31683.19,successful,2024-08-21
BL2548494928,23822.9,successful,2024-04-19
BL5303384775,11211.33,failed,2025-10-27
BL8542638134,26753.9,failed,2024-04-20
BL6067170699,32969.78,successful,2025-08-21
BL3268477483,4758.9,failed,2024-11-13
BL9652051669,7661.51,successful,2025-09-09
BL6627846177,5442.49,successful,2025-02-26
BL2028550611,1813.21,successful,2024-08-03
BL7011841323,19540.16,successful,2025-04-01
BL5974725234,32313.46,failed,2025-02-12
BL2679989421,7556.75,successful,2024-12-02
BL5766543867,13659.7,successful,2025-11-12
BL0663359614,14541.97,successful,2024-08-20
BL3880577481,22018.62,successful,2024-11-27
BL4007073592,35019.89,failed,2025-03-07
BL0869110417,24574.33,successful,2025-10-25
BL5545735424,47301.64,successful,2024-10-01
BL7432580530,42508.84,successful,2024-03-24
BL2652653809,5732.23,failed,2025-07-17
BL3441717970,21554.77,successful,2024-03-14
BL8408059527,14990.29,successful,2024-04-09
BL8402537478,36201.27,successful,2024-06-10
BL3895143509,25896.35,successful,2024-11-17
BL3308438133,35896.28,successful,2025-04-16
BL4081854953,45638.24,successful,2025-03-22
BL7091408584,4241.43,successful,2025-12-15
BL8888434190,18995.71,successful,2025-04-25
BL2682798194,32626.01,failed,2025-11-08
BL1458998060,37117.05,successful,2025-07-25
BL9442264928,25045.45,successful,2024-09-13
BL3490840984,27750.08,successful,2025-07-03
BL8495646537,31969.96,successful,2025-02-19
BL7941097262,11517.63,pending,2024-07-02
BL0348012885,13835.92,pending,2025-08-07
BL8154434091,15122.85,successful,2025-10-29
BL2703331867,2086.12,successful,2024-10-25
BL0671745416,18455.92,successful,2025-02-05
BL0716681224,36473.59,successful,2025-07-02
BL2247694313,34305.58,successful,2025-06-14
BL0270516285,22181.19,successful,2024-12-29
BL8860078024,841.39,successful,2025-11-28
BL8118333861,14475.42,successful,2025-01-30
BL6541919129,41663.91,successful,2024-11-20
BL5291537135,31441.75,successful,2025-10-04
BL2630530636,8409.17,successful,2024-05-31
BL8992126069,6448.64,failed,2024-08-07
BL2291440615,15836.43,failed,2024-03-08
BL2197150770,22096.42,successful,2024-10-20
BL4476809032,28759.09,successful,2024-04-21
BL8301451823,6911.76,failed,2025-12-14
BL9992525893,28815.25,successful,2024-01-01
BL8912330015,29857.2,successful,2025-03-04
BL1156193959,7873.8,successful,2024-06-03
BL5430121622,18610.15,successful,2024-09-02
BL5941932161,32945.31,successful,2025-04-20
BL2452502806,32043.04,failed,2024-02-09
BL5901807565,46044.73,successful,2024-02-17
BL6072737453,8550.72,successful,2025-02-19
BL7921009965,5246.32,pending,2024-06-25
BL1248799623,13354.98,successful,2025-07-06
BL9558770434,47836.12,successful,2024-09-19
BL7108111297,31002.65,successful,2024-01-19
BL8730939528,21413.39,successful,2024-08-28
BL1360237099,33564.21,successful,2025-07-12
BL2432221092,42603.68,successful,2025-11-28
BL6961531522,325.2,successful,2025-07-12
BL1242830060,47284.14,successful,2024-07-25
BL8790403288,26418.52,successful,2024-03-03
BL5929472519,48104.9,successful,2025-05-03
BL4865846737,18594.66,successful,2024-02-27
BL2674681947,22577.28,successful,2024-11-15
BL3512366781,13476.25,successful,2024-05-27
BL9626191730,28105.57,successful,2025-02-27
BL8039669242,29284.09,successful,2025-10-19
BL6271871838,36552.44,successful,2024-05-22
BL6509225515,2912.42,successful,2024-09-25
BL0138716815,46587.62,successful,2024-03-03
BL0965576245,23984.24,successful,2024-09-15
BL1159505206,27562.33,successful,2025-01-01
BL4154400986,13620.69,successful,2024-02-07
BL4241612156,24043.91,successful,2024-03-17
BL8277400805,28002.3,successful,2024-05-11
BL3845314778,39847.05,successful,2025-10-02
BL7737503684,24182.26,successful,2024-01-04
BL2079328491,27480.21,pending,2024-05-19
BL1414810398,35653.15,successful,2024-05-24
BL1437071394,23205.89,pending,2025-08-20
BL2405363391,7766.72,successful,2025-09-07
BL9041662362,19919.15,successful,2025-09-18
BL4347108430,1212.04,successful,2025-12-06
BL6659193859,20743.66,failed,2024-06-18
BL5964763499,40269.36,successful,2025-10-25
BL5959988222,23599.95,successful,2025-04-11
BL0151470481,16231.64,successful,2025-03-22
BL3431571694,24995.08,failed,2024-03-27
BL4208248604,38418.28,failed,2025-08-31
BL2445095845,16885.69,failed,2024-08-30
BL8902333939,43252.64,successful,2025-03-11
BL1724039242,30692.76,successful,2025-02-20
BL2490581196,44233.69,successful,2025-03-18
BL3413976928,32056.88,successful,2024-12-12
BL2518464172,26553.31,successful,2024-12-29
BL0925733657,39096.1,successful,2024-10-25
BL8612727468,29918.15,successful,2025-04-02
BL9149286422,44815.13,failed,2025-01-01
BL1978243040,42479.74,successful,2025-03-12
BL9739547985,13783.39,failed,2024-09-20
BL7774315664,37588.73,successful,2025-03-02
BL0901452179,37406.28,successful,2024-06-11
BL3387653265,35499.78,successful,2025-11-20
BL1350648156,39137.91,successful,2024-12-23
BL2954928953,21910.42,successful,2024-09-17
BL0515854855,6697.22,successful,2025-06-24
BL4977232820,574.65,successful,2024-06-23
BL3969795756,37599.63,successful,2024-10-05
BL5323209247,17637.6,successful,2025-02-21
BL7604539937,18681.12,successful,2025-05-10
BL7281315445,10936.0,successful,2025-03-13
BL0011693233,33317.28,successful,2025-12-11
BL9349001198,3178.81,successful,2024-08-28
BL5929586176,35770.63,successful,2024-11-10
BL4892100453,36637.78,successful,2025-05-03
BL2362607589,45220.41,successful,2024-01-08
BL5040169083,16566.56,failed,2025-07-14
BL8992093539,2539.31,successful,2025-02-15
BL2177972921,47101.7,successful,2024-06-09
BL1243242473,14464.57,successful,2025-08-07
BL4783666110,17904.52,successful,2025-10-30
BL1428200735,23178.42,successful,2024-11-10
BL0521450192,30583.82,successful,2024-11-26
BL0728030068,6747.26,pending,2025-02-13
BL8643191035,48174.32,failed,2025-12-30
BL4319229339,43586.76,successful,2024-11-04
BL1834855061,16328.5,successful,2025-12-24
BL9737569553,49626.25,successful,2025-06-07
BL7832141388,27972.73,successful,2024-04-28
BL6284600832,20095.67,successful,2025-10-28
BL3408466257,5503.64,successful,2024-09-02
BL6670718428,4137.61,successful,2024-01-29
BL6021755429,21736.72,successful,2024-03-04
BL2785479459,15036.99,failed,2024-12-31
BL1006987267,26567.12,successful,2024-11-11
BL6903414889,4986.21,successful,2024-07-30
BL8466845996,45920.88,successful,2025-03-16
BL8994218935,13363.3,successful,2025-04-15
BL4474133749,46118.91,successful,2024-01-12
BL2750495215,507.62,successful,2025-10-24
BL3251504949,13814.2,successful,2025-08-31
BL5349164059,38508.63,successful,2025-03-30
BL5188408851,8874.62,successful,2025-08-02
BL5208673858,31734.03,successful,2025-10-01
BL8613455809,20758.22,successful,2025-10-14
BL5616018019,22964.64,successful,2024-04-20
BL5918644646,35340.83,successful,2024-11-11
BL9964673005,4654.27,failed,2025-12-19
BL3459779235,20094.5,successful,2025-03-29
BL3432098489,43524.31,successful,2025-10-16
BL9465965379,41928.62,successful,2024-05-24
BL2987259361,35733.39,failed,2025-10-09
BL2632471960,39050.96,failed,2024-07-20
BL7287140295,48708.89,successful,2025-03-30
BL9003765119,13153.82,failed,2024-04-15
BL3045355988,1647.07,successful,2024-04-30
BL9421602611,8756.15,failed,2024-05-25
BL8151271378,43429.33,successful,2024-10-17
BL8034113535,29428.07,successful,2025-12-17
BL4518246300,38118.64,successful,2024-05-01
BL3755154472,2704.69,successful,2024-05-13
BL4653009229,11927.62,successful,2025-05-07
BL5241974986,32547.67,successful,2025-04-16
BL2771247527,37708.01,failed,2025-09-17
BL6663219620,26399.29,successful,2024-01-04
BL1581289234,23919.31,successful,2024-05-12
BL4259429048,41304.61,failed,2025-07-17
BL0809388769,38579.36,successful,2025-05-30
BL8595990893,35863.59,successful,2025-05-01
BL3554144640,13832.83,successful,2025-06-21
BL2281666781,29106.7,successful,2025-07-10
BL0860364284,21674.8,successful,2025-03-20
BL2809977487,15126.43,successful,2025-12-27
BL7334555121,19306.92,successful,2025-07-16
BL5750513883,2342.22,successful,2025-12-08
BL8608140863,20371.47,successful,2025-09-02
BL7795429676,37397.41,successful,2024-11-27
BL4929251676,9368.74,successful,2024-04-04
BL6704132993,17364.27,successful,2024-01-28
BL0173160375,36763.65,successful,2025-08-04
BL9400991784,48651.33,successful,2024-12-14
BL7273320086,42260.43,successful,2024-12-26
BL4323464827,10567.28,successful,2024-06-10
BL9269378507,12462.98,successful,2025-10-08
BL1249915023,18701.74,failed,2025-04-10
BL4298194960,30034.37,successful,2025-06-06
BL8536975846,36536.86,successful,2024-10-09
BL2768233547,8614.68,successful,2024-03-31
BL9461582104,11731.27,successful,2024-05-12
BL0049254710,46232.64,successful,2024-04-03
BL5615845389,40965.95,successful,2024-04-10
BL3722812774,14237.66,failed,2025-01-14
BL7436058451,43431.48,successful,2025-01-27
BL3460211811,20294.54,pending,2024-07-27
BL9321467324,35903.77,successful,2025-12-06
BL6048116866,21474.36,successful,2025-04-18
BL8825812207,39798.97,failed,2024-05-07
BL4560433630,48637.75,successful,2024-11-22
BL3816660754,29069.36,successful,2025-12-18
BL4014742311,47371.86,failed,2024-11-16
BL3330504257,32470.28,successful,2025-07-30
BL7222233883,40999.0,successful,2025-05-24
BL7563478158,44824.8,successful,2024-01-05
BL0000116511,10604.46,failed,2024-12-30
BL4274748711,5073.85,successful,2025-12-24
BL0988768041,39664.61,successful,2024-02-06
BL1658997389,15898.26,successful,2024-09-25
BL4383782044,14503.3,successful,2024-02-13
BL7924995884,29690.03,successful,2024-04-24
BL7402696690,32141.8,pending,2025-02-23
BL2879023552,44262.29,successful,2024-09-05
BL0050863206,32907.15,successful,2024-07-22
BL1611122146,30751.18,successful,2024-04-12
BL8326717722,48696.46,successful,2024-09-13
BL3620746944,37345.48,successful,2024-12-17
BL0882870589,1877.21,pending,2024-08-25
BL1538380563,3571.45,successful,2024-07-04
BL9661842360,35850.23,successful,2024-04-05
BL1207626433,31455.5,failed,2025-11-07
BL5744421682,4852.36,successful,2024-04-14
BL8804987320,44831.0,successful,2025-12-08
BL7962371301,36629.3,successful,2025-04-04
BL1540302984,18272.6,successful,2024-08-01
BL6998212396,39565.27,failed,2025-05-01
BL2347050953,45229.29,successful,2024-01-29
BL7366056828,38565.63,failed,2024-03-16
BL2445011127,1429.37,successful,2025-05-19
BL1436864516,18461.13,successful,2024-02-12
BL8348458519,31768.35,failed,2024-02-20
BL6656836544,6004.97,successful,2024-03-30
BL2562373252,40844.67,successful,2024-01-06
BL3371177173,18887.96,successful,2025-02-09
BL0380991424,45167.41,successful,2024-10-07
BL7329490168,27637.91,successful,2024-11-02
BL5369391679,437.96,successful,2025-11-26
BL3527151230,35002.15,successful,2025-10-16
BL1321152666,26363.79,successful,2025-05-18
BL8243846621,11250.66,successful,2025-11-29
BL2286914299,45929.55,successful,2025-08-05
BL6994717754,14552.47,successful,2024-11-30
BL2989433783,3388.0,successful,2024-09-20
BL8605533203,29516.85,successful,2025-12-02
BL3907388816,25981.93,successful,2025-06-21
BL2510094447,37382.93,successful,2025-05-21
BL7309839806,21229.65,successful,2024-04-05
BL4295072228,7265.06,failed,2024-07-03
BL0386100166,27531.41,successful,2025-03-17
BL6188269317,20788.4,successful,2025-03-15
BL4618591870,40084.0,successful,2025-04-06
BL4165410848,37928.03,successful,2024-03-11
BL5217243925,46237.18,successful,2025-09-21
BL0476432671,48131.95,pending,2025-08-03
BL1289150479,33665.18,successful,2024-05-20
BL0571225877,23037.3,failed,2025-03-10
BL9115949135,4298.11,successful,2024-09-10
BL1194113422,12548.04,successful,2025-07-30
BL6353269234,22091.12,failed,2024-09-01
BL6961422315,38339.98,successful,2025-03-23
BL2844911995,41237.5,failed,2025-06-02
BL4695372265,49167.3,successful,2025-01-29
BL9416975577,18842.27,successful,2025-01-21
BL3126938144,3778.64,successful,2024-11-25
BL1705208980,31265.0,successful,2024-08-14
BL2883826373,47524.98,failed,2025-11-28
BL1765664558,880.33,successful,2025-11-12
BL6913307237,15874.57,failed,2025-09-24
BL8646329364,48584.71,successful,2025-03-11
BL4871817211,6523.39,failed,2024-07-17
BL2085495063,36589.28,successful,2025-06-24
BL6328747011,2223.68,pending,2025-06-03
BL8605059323,21146.55,successful,2024-01-11
BL1845886208,4660.83,successful,2025-07-11
BL1850470514,43416.69,successful,2025-08-15
BL0072913549,30959.77,successful,2024-11-11
BL3886178876,48401.74,successful,2024-01-24
BL9990813367,1541.73,successful,2024-03-05
BL4047728518,16555.56,successful,2024-09-06
BL0069989394,10164.72,successful,2025-12-09
BL6326246676,45686.99,failed,2024-11-23
BL3494243271,20047.15,successful,2024-01-16
BL4171405134,43650.06,successful,2024-09-26
BL3707611658,47983.95,successful,2025-06-28
BL9354947349,21420.77,successful,2024-06-25
BL0840417593,1214.09,successful,2025-04-09
BL6673388317,26697.27,successful,2025-10-03
BL9122515870,26006.71,successful,2025-06-23
BL8673972974,27220.26,successful,2025-01-06
BL1210980135,18240.81,successful,2024-05-05
BL9504471957,46239.49,successful,2025-09-11
BL7375385686,34190.42,successful,2024-06-13
BL3433919893,2595.83,successful,2025-03-04
BL8734460160,10386.97,successful,2025-11-03
BL6981906240,45419.6,successful,2025-02-19
BL3375136987,31633.9,successful,2025-04-24
BL8523908228,14274.76,successful,2025-03-06
BL7162083316,3985.77,successful,2025-12-07
BL2249564539,11641.68,successful,2025-01-14
BL7032789890,512.21,failed,2024-09-29
BL0203030966,28255.2,successful,2025-03-20
BL3724793753,26382.04,failed,2024-12-17
BL1005401548,24639.8,successful,2024-08-21
BL5024937454,921.87,successful,2025-02-09
BL9147672663,33277.58,successful,2024-11-21
BL6549571695,26056.24,successful,2024-07-31
BL9875901214,20635.55,successful,2025-02-12
BL5880618978,45082.48,successful,2024-06-10
BL5535421171,1343.45,successful,2024-09-27
BL6016232718,22366.7,successful,2024-12-08
BL1277103466,2211.26,successful,2025-11-26
BL3197778760,4795.66,pending,2024-05-15
BL2171072187,7102.73,successful,2025-09-04
BL8236194792,38943.42,successful,2025-05-11
BL1147272067,28869.97,successful,2025-01-14
BL6733221830,15193.11,successful,2024-07-22
BL4914219160,37701.32,successful,2025-05-05
BL8805622462,49243.3,failed,2025-07-30
BL7966215997,16823.64,successful,2024-07-25
BL8317829842,26623.27,successful,2025-02-01
BL5337635205,3934.83,successful,2024-06-30
BL6404540034,2511.06,successful,2024-12-15
BL2452889415,5754.03,successful,2025-11-01
BL7628170921,2219.61,successful,2025-07-30
BL7211907920,26821.09,failed,2024-05-26
BL0860688772,41445.34,successful,2025-11-14
BL4210042330,24393.54,successful,2024-06-17
BL9710613459,40096.93,successful,2024-12-02
BL8058095136,16742.0,successful,2024-08-24
BL8623788372,42068.56,successful,2024-02-04
BL2414780192,12210.56,successful,2025-04-12
BL4965372297,9936.68,successful,2025-03-30
BL0729547464,46976.55,successful,2024-10-28
BL2151345069,17855.98,successful,2025-01-01
BL6938755386,7641.56,successful,2025-10-25
BL1593411380,2581.75,successful,2024-02-15
BL8981725641,44039.14,successful,2024-07-17
BL4097954858,45796.01,successful,2025-08-05
BL4520139044,3127.91,successful,2025-04-12
BL5050845866,27580.98,failed,2025-10-27
BL6346768274,14853.11,pending,2025-09-03
BL6421612178,31625.37,successful,2024-03-19
BL5327623611,23056.89,successful,2025-06-19
BL1634739291,11250.59,successful,2024-02-09
BL3606054044,14874.8,successful,2025-10-23
BL3958524023,586.37,successful,2024-08-23
BL8836769722,40234.38,successful,2024-05-16
BL3105981562,7745.19,successful,2025-02-08
BL0014284529,40914.21,successful,2025-07-23
BL9444276183,23624.8,successful,2024-04-12
BL0057659374,26581.56,successful,2025-09-18
BL2114054457,7918.93,successful,2024-12-29
BL8374290545,2566.14,successful,2025-03-27
BL7764731313,45941.86,successful,2024-10-28
BL4510269363,12829.01,successful,2025-08-30
BL2280246720,44676.36,successful,2024-09-23
BL6868995983,17982.87,successful,2024-09-21
BL8629987689,24787.53,successful,2024-04-30
BL9995023783,30520.18,failed,2024-03-24
BL0169925942,28895.15,successful,2024-09-25
BL0433503839,21229.81,successful,2025-02-20
BL6588333288,41385.78,failed,2025-12-26
BL7813233513,30703.18,failed,2024-07-27
BL9044151588,19685.31,successful,2025-02-24
BL3198954719,21206.08,failed,2024-11-17
BL7161950215,49835.04,successful,2024-05-30
BL3510790684,6964.08,failed,2024-10-13
BL9622756094,40782.42,successful,2025-09-19
BL1266983898,2818.91,successful,2024-03-23
BL7553800537,35842.69,successful,2025-01-07
BL5184489748,2026.08,successful,2025-09-30
BL0273309135,35757.58,successful,2024-01-06
BL4496851277,33297.43,successful,2025-12-28
BL6609740749,20728.58,successful,2025-05-13
BL2813136127,6122.41,successful,2025-05-07
BL1287210878,16882.96,successful,2025-07-18
BL8311629003,43468.93,successful,2025-02-24
BL4159995214,40731.22,successful,2025-05-19
BL4412134737,15233.98,pending,2025-03-21
BL2249942231,28433.5,successful,2024-09-11
BL3702274392,33174.52,successful,2024-09-14
BL8230617196,1876.14,successful,2025-09-23
BL5838004388,10474.1,failed,2025-05-15
BL1890836805,39306.24,failed,2025-09-03
BL3240684845,35375.46,failed,2024-05-21
BL2859434108,46214.47,successful,2024-10-30
BL7716022976,44638.05,failed,2024-11-24
BL5535020807,17565.89,failed,2025-03-21
BL3424717308,16701.45,successful,2024-01-01
BL1133818524,983.51,failed,2024-08-10
BL6993497108,28825.32,successful,2025-05-04
BL6476529851,37061.88,successful,2024-09-01
BL0103808288,37169.25,successful,2025-09-01
BL6145943859,2284.66,failed,2025-12-13
BL3549192540,32281.29,successful,2024-04-23
BL9174583392,3283.28,successful,2025-11-08
BL1064138429,40664.8,successful,2024-07-15
BL5100850797,17205.23,failed,2025-07-23
BL4049447401,13983.26,successful,2024-05-30
BL9390031295,21541.74,successful,2025-03-12
BL1134574098,33871.33,successful,2025-04-10
BL5716745221,13304.38,successful,2024-05-04
BL6686189755,15380.5,failed,2025-04-13
BL1099621605,7005.56,successful,2025-02-26
BL6371688882,42034.59,successful,2025-07-03
BL8772107091,44023.36,successful,2025-09-03
BL6304928878,29661.08,successful,2025-10-29
BL8801157448,34729.06,successful,2024-03-25
BL5759054077,30563.42,successful,2025-06-05
BL3531137049,23353.98,successful,2025-06-17
BL4071684867,42971.37,successful,2024-08-13
BL4667209647,25483.55,successful,2025-09-11
BL6787914012,23185.28,successful,2025-12-14
BL4310663639,35827.06,successful,2024-11-23
BL4215884249,42245.78,successful,2024-07-03
BL6703951941,33753.37,successful,2024-10-03
BL7698608258,30743.69,successful,2024-05-23
BL5906688186,17963.26,successful,2025-05-03
BL4653857011,40794.06,failed,2024-02-04
BL6401446455,20373.02,successful,2025-02-05
BL8869908224,40273.95,successful,2025-04-25
BL7648642247,31419.42,failed,2024-12-21
BL7140564393,608.64,failed,2025-03-04
BL2131603283,8490.65,successful,2024-05-06
BL1809940063,27544.14,successful,2024-09-05
BL1202797110,39161.09,successful,2024-10-26
BL1963951198,49519.54,failed,2025-06-04
BL7083096910,30176.0,successful,2025-07-24
BL5512145608,12580.58,failed,2024-03-28
BL1464475958,12578.55,successful,2025-01-14
BL0331328466,37166.17,successful,2025-04-17
BL2494677358,44571.74,successful,2025-05-10
BL4489586127,26127.61,successful,2025-02-05
BL7490938753,45691.18,successful,2025-08-16
BL0803628343,46768.04,failed,2025-05-17
BL3229029067,12722.31,successful,2024-05-26
BL0944845521,48762.25,successful,2025-09-17
BL5269678722,27748.77,successful,2025-11-16
BL6176234169,22007.68,successful,2025-01-12
BL2895841653,39512.93,successful,2024-01-10
BL3544633189,49721.92,successful,2025-11-28
BL0863882701,4108.94,successful,2025-07-26
BL4053241329,6277.65,failed,2025-07-28
BL1521088887,16930.79,successful,2025-03-16
BL4203784950,15088.79,successful,2025-03-06
BL6265819466,10040.05,successful,2025-05-15
BL7017744322,4198.16,successful,2025-04-04
BL9475069140,22190.88,successful,2024-11-02
BL2093626414,6500.48,successful,2024-08-03
BL6023728018,45506.85,successful,2024-01-16
BL5009222544,487.49,successful,2025-04-06
BL7422756663,5189.36,successful,2024-02-23
BL6050240941,9043.37,successful,2024-03-29
BL6793580338,9968.69,successful,2025-01-16
BL6396573922,31662.28,successful,2025-06-29
BL8678091526,21719.5,successful,2024-10-29
BL6375640775,45755.54,successful,2025-04-23
BL2461402808,30135.4,failed,2024-09-13
BL5112271518,13320.84,successful,2024-10-25
BL3378007278,38197.77,successful,2024-09-02
BL6886042295,48757.57,failed,2025-02-04
BL4824361570,49414.97,successful,2024-09-05
BL8079661802,16306.54,successful,2025-07-22
BL1451941655,28972.41,successful,2025-03-30
BL4486117432,15612.1,successful,2024-05-27
BL9278874633,8725.8,pending,2024-01-03
BL8244433066,45504.82,successful,2024-07-24
BL5706793882,47381.08,successful,2024-12-11
BL6656838404,29391.97,failed,2025-02-12
BL3916253136,44363.62,successful,2024-02-15
BL0747573728,2333.28,successful,2025-07-06
BL4352482392,47263.65,successful,2025-03-23
BL4324174880,11112.72,successful,2024-01-15
BL5304684107,43217.98,successful,2024-07-21
BL9333165842,23891.92,successful,2025-10-10
BL7629850864,19082.77,successful,2024-05-05
BL6447891718,16497.86,successful,2025-03-11
BL4851136363,38439.6,successful,2024-12-29
BL6406585431,48650.94,successful,2024-09-06
BL2063059636,49502.81,successful,2025-04-25
BL2853892659,41141.99,successful,2024-08-02
BL3259635479,17689.49,successful,2025-08-10
BL6233899069,37397.61,successful,2024-10-10
BL1077925313,1147.88,successful,2024-05-12
BL4784248544,49335.87,successful,2025-04-26
BL0911125212,30793.97,successful,2024-02-26
BL3099748903,38830.87,successful,2024-06-30
BL9690629873,5537.63,successful,2025-07-04
BL1158048535,11771.54,successful,2024-10-12
BL1352960743,9374.61,successful,2025-01-31
BL1020904649,46193.8,successful,2025-01-23
BL7040440404,6660.48,successful,2024-02-28
BL3495108827,5066.58,successful,2025-05-18
BL8882248230,40512.76,failed,2024-06-13
BL6700290105,24493.86,failed,2025-01-18
BL9990742999,30450.51,successful,2025-07-25
BL8444222809,24839.32,successful,2025-05-23
BL4337856396,8357.83,successful,2024-03-11
BL7708234399,8502.82,successful,2024-04-20
BL6591579903,19518.7,successful,2024-05-14
BL3052512269,49754.03,successful,2024-03-23
BL5565046480,9930.37,successful,2024-03-31
BL5816336404,44170.02,successful,2025-06-11
BL0868100202,15306.69,successful,2024-04-22
BL3133502441,28121.82,successful,2025-03-16
BL1219045985,32520.58,successful,2024-06-17
BL2928053758,29282.58,failed,2024-06-10
BL2187772887,29512.19,successful,2025-03-27
BL3397236256,41720.75,successful,2024-11-24
BL8323717350,3943.39,failed,2024-02-02
BL3983441602,26946.98,successful,2024-03-12
BL6770259872,21869.8,successful,2025-05-07
BL2121948023,14529.32,successful,2025-10-23
BL5287527582,48158.32,successful,2025-09-30
BL0525411412,18678.78,successful,2024-01-02
BL9725017768,37972.19,pending,2024-07-14
BL4810203954,6231.98,successful,2025-04-09
BL2732607044,42470.7,successful,2025-02-12
BL1350899602,12183.85,successful,2025-05-11
BL3714822688,24295.13,successful,2024-11-15
BL6585169711,40415.16,successful,2024-07-27
BL4995668259,33180.19,successful,2024-12-31
BL9468004341,824.42,failed,2024-05-31
BL7497348309,45545.74,successful,2024-09-21
BL4403000100,24079.73,successful,2025-01-12
BL1823025493,36751.2,failed,2024-10-24
BL3739706109,1395.26,pending,2024-06-19
BL4281808231,14425.23,failed,2024-06-03
BL2006971872,4430.65,successful,2025-08-04
BL9919849778,12021.03,successful,2025-02-22
BL7307844416,7226.75,successful,2024-11-02
BL9493828560,33061.18,pending,2025-01-12
BL2695544214,12518.8,successful,2025-08-18
BL6489480341,28149.7,successful,2024-10-12
BL9323159564,9161.27,successful,2025-08-12
BL7152053514,19105.8,successful,2025-06-19
BL8931070786,38565.02,successful,2025-06-26
BL9408754557,15430.8,successful,2024-12-11
BL0149434080,35816.93,successful,2025-09-03
BL6089270206,33543.28,successful,2025-09-01
BL0601490047,32048.05,successful,2025-08-15
BL3691434124,46407.68,successful,2025-10-31
BL8978157934,46956.31,successful,2024-10-25
BL9782767360,45784.75,successful,2024-09-25
BL8535115496,14111.56,successful,2025-01-15
BL0573727456,21452.05,successful,2025-03-29
BL2415040194,2933.38,successful,2024-11-06
BL8644081788,6058.85,successful,2025-09-30
BL6275903218,16905.0,failed,2025-09-09
BL3188245203,37279.86,successful,2024-12-25
BL2840626906,2977.34,successful,2024-12-18
BL8680250846,31055.56,successful,2024-02-11
BL9973641117,49559.69,successful,2024-11-15
BL8979000976,32296.04,successful,2025-02-23
