txnRef,Date,Time,service_type,amount,status
TXN034235305252,2024-08-22,02:24:08,airtime,5439.86,successful
TXN603352739625,2025-10-16,17:58:08,data,27768.53,successful
TXN895719061167,2025-10-15,14:57:01,data,37676.38,successful
TXN318857595398,2025-10-23,23:58:37,data,28312.04,successful
TXN067339861680,2025-02-22,21:02:18,data,23798.01,successful
TXN861459253688,2024-08-13,03:24:05,data,26471.02,successful
TXN471458024586,2025-12-12,12:23:24,cable,36382.72,successful
TXN836996105635,2024-07-02,21:37:20,cable,29802.01,successful
TXN651553175570,2025-01-28,23:34:58,airtime,8796.91,successful
TXN467352085113,2024-03-29,20:29:52,data,38826.65,failed
TXN117294544128,2025-02-25,22:02:30,cable,46123.28,successful
TXN692976023992,2024-06-03,13:17:51,airtime,20130.93,failed
TXN880861166933,2025-03-03,00:52:28,electricity,1141.86,successful
TXN219839123143,2025-08-06,04:18:43,cable,9604.32,successful
TXN177236944575,2024-02-04,21:37:12,cable,44660.73,failed
TXN016226694762,2024-08-07,15:57:15,airtime,4648.16,successful
TXN308871933565,2024-11-15,12:59:27,airtime,41481.98,successful
TXN899699492721,2024-11-09,02:04:24,data,25788.85,failed
TXN135929490678,2024-09-06,22:46:12,airtime,44987.95,successful
TXN578431213861,2025-07-02,19:57:48,electricity,8072.47,successful
TXN383902406200,2024-02-29,11:14:45,airtime,2184.54,successful
TXN908564087101,2024-03-15,23:31:23,airtime,26378.16,successful
TXN659061118899,2025-04-02,14:34:38,airtime,42247.89,successful
TXN507123797934,2024-03-27,04:23:08,airtime,22110.33,successful
TXN517478778769,2025-03-05,11:07:36,data,7898.55,successful
TXN912503155545,2024-10-16,16:40:39,airtime,15587.63,successful
TXN444227750407,2025-05-24,16:21:55,airtime,2340.12,successful
TXN411046717018,2024-12-29,14:31:00,airtime,24052.11,successful
TXN490080495404,2025-08-02,00:20:22,data,3719.46,successful
TXN424504593273,2024-12-21,04:44:38,cable,36639.79,successful
TXN795408015050,2024-04-09,10:41:50,cable,35258.33,successful
TXN214695419452,2024-10-15,03:59:09,data,21066.74,successful
TXN521689171133,2025-09-10,10:55:10,airtime,37442.17,successful
TXN783797500684,2025-08-30,00:30:24,airtime,482.09,successful
TXN799757848659,2024-08-24,20:54:27,cable,44043.97,successful
TXN692117673527,2024-07-29,04:11:32,cable,47504.26,successful
TXN440999179287,2025-01-27,01:28:00,electricity,45826.65,failed
TXN079180445646,2024-09-05,14:22:54,data,40090.51,successful
TXN904100675711,2024-05-10,00:57:27,airtime,27485.11,successful
TXN322021098615,2024-10-18,19:32:30,airtime,34135.8,successful
TXN379710653805,2025-05-04,20:15:31,airtime,5804.79,failed
TXN919116531552,2024-02-05,06:10:29,cable,48014.11,successful
TXN069452598570,2025-06-15,05:38:11,airtime,2828.65,successful
TXN176606530224,2025-04-04,08:40:20,airtime,46604.9,pending
TXN487320263338,2025-09-28,20:13:18,data,26549.02,successful
TXN899635940770,2025-01-25,00:19:21,data,21462.62,failed
TXN260375169826,2025-04-08,20:25:22,cable,25497.76,successful
TXN609814060847,2025-07-22,00:43:46,data,12752.24,successful
TXN210396338540,2024-09-04,07:34:03,data,22227.85,failed
TXN735257746844,2025-01-07,16:57:14,electricity,24865.38,successful
TXN389007649951,2024-08-25,13:31:54,airtime,16921.97,successful
TXN210038260316,2025-05-24,00:52:28,data,33605.68,successful
TXN456601486546,2025-01-05,19:30:48,data,38373.45,successful
TXN198372141998,2024-02-09,17:53:41,electricity,42754.9,successful
TXN233254136808,2024-07-22,22:33:45,airtime,12411.86,successful
TXN986248682927,2025-02-15,11:59:05,airtime,19457.82,pending
TXN376308965661,2025-07-29,00:13:43,electricity,18994.73,successful
TXN662583741365,2025-11-17,11:56:37,cable,7631.81,successful
TXN222245007971,2025-10-01,23:12:37,airtime,44106.62,successful
TXN253489536105,2024-09-13,00:38:55,cable,33849.55,successful
TXN914686062619,2024-08-27,07:53:41,electricity,27576.17,successful
TXN447059498150,2025-12-26,20:45:59,airtime,44395.11,failed
TXN222496079753,2025-07-02,00:45:44,data,773.59,successful
TXN248885644887,2024-12-22,07:03:33,data,38718.65,successful
TXN452838287294,2025-04-06,09:02:10,data,34913.64,successful
TXN583951072868,2024-07-31,14:00:17,airtime,44065.47,successful
TXN338760146461,2025-12-12,04:40:34,cable,21804.55,successful
TXN826496679897,2025-12-24,22:02:51,airtime,28666.21,successful
TXN820378971824,2025-07-24,05:44:03,cable,5640.26,successful
TXN700920179875,2024-07-07,07:27:10,cable,47066.55,successful
TXN588776786248,2024-04-25,16:11:16,data,49115.24,successful
TXN895096728080,2024-08-14,11:52:30,airtime,16469.11,successful
TXN919867408706,2025-05-22,11:42:17,airtime,44984.57,successful
TXN586426265313,2024-10-29,16:01:21,data,46237.07,successful
TXN443169282804,2024-10-12,13:43:52,cable,22831.46,failed
TXN798650489473,2025-11-19,06:04:49,airtime,6661.32,successful
TXN406353891447,2025-07-23,20:06:22,cable,11388.16,successful
TXN851190181050,2025-01-05,06:53:39,data,40767.74,successful
TXN580275459357,2025-11-26,17:31:20,airtime,33585.43,successful
TXN375199518746,2024-03-06,15:32:30,cable,22239.23,successful
TXN269233187969,2025-08-08,01:53:51,data,3980.97,successful
TXN441213431648,2024-09-20,13:49:32,data,45750.27,successful
TXN578158924275,2024-08-18,23:08:19,data,7663.63,failed
TXN533088678284,2025-08-18,17:01:45,electricity,15274.73,successful
TXN570698533822,2025-08-30,11:27:01,airtime,14810.58,successful
TXN636829748512,2024-09-08,15:45:30,cable,19949.34,successful
TXN303604675330,2025-10-25,19:23:39,data,45059.76,successful
TXN085606130179,2024-07-23,03:27:27,airtime,11704.95,successful
TXN679575351478,2024-02-02,23:48:03,data,47156.77,successful
TXN152399813166,2024-12-11,12:16:12,airtime,11096.49,successful
TXN884716697617,2025-04-01,10:01:06,airtime,40694.2,failed
TXN310948671831,2024-02-20,19:37:12,airtime,36540.58,successful
TXN083037590113,2024-11-13,17:01:00,airtime,2547.94,successful
TXN248866724887,2025-12-29,03:46:04,airtime,15970.35,successful
TXN127158473064,2025-10-20,16:51:42,airtime,1219.71,successful
TXN901420455265,2025-09-02,03:32:21,data,12135.45,failed
TXN829285932974,2024-05-10,20:30:42,data,4947.94,successful
TXN693708422797,2024-03-03,06:14:42,cable,39701.02,successful
TXN655844099524,2024-08-07,04:09:54,cable,39376.37,failed
TXN584883030312,2024-10-25,09:52:49,electricity,47970.74,failed
TXN637654165458,2024-04-15,15:02:56,cable,26619.35,successful
TXN984014169548,2024-02-15,03:22:57,airtime,24475.63,successful
TXN375899862654,2024-09-01,15:14:33,cable,21243.31,successful
TXN480106962797,2025-02-26,17:22:46,cable,26456.94,successful
TXN598691152603,2024-07-20,17:03:26,cable,33747.4,successful
TXN884999116748,2025-07-19,10:54:45,cable,15758.01,successful
TXN293981687179,2024-03-28,02:22:51,airtime,28940.55,successful
TXN925399528310,2024-04-25,19:19:58,airtime,42836.85,successful
TXN585144819375,2024-01-05,01:14:46,electricity,1244.29,successful
TXN816631818988,2025-11-20,14:25:46,data,46985.94,successful
TXN841606743450,2024-10-30,17:38:38,cable,48147.7,failed
TXN086859138659,2025-02-28,11:18:01,data,5558.7,successful
TXN188690235943,2024-11-27,01:11:25,cable,22675.19,successful
TXN577252724629,2024-03-19,00:00:34,airtime,35943.35,failed
TXN370307256416,2024-05-16,05:49:41,electricity,2752.32,successful
TXN217769719688,2024-06-05,16:45:27,airtime,9047.99,successful
TXN962791725740,2024-01-29,02:47:27,airtime,249.23,successful
TXN528025913353,2024-10-09,18:20:20,data,22186.46,successful
TXN232879935372,2025-10-01,17:41:33,data,28760.86,successful
TXN224921057555,2024-03-08,09:53:40,data,34935.6,successful
TXN581956467580,2024-03-02,22:18:52,cable,9545.54,successful
TXN233089170257,2024-03-24,01:13:55,cable,34783.14,successful
TXN622491183545,2024-08-19,09:13:08,airtime,9052.35,successful
TXN522011629008,2025-10-18,19:22:09,airtime,20500.88,successful
TXN410447527067,2024-02-20,07:03:16,cable,30073.49,successful
TXN789750978123,2025-01-21,22:08:32,airtime,35627.01,successful
TXN234886500071,2024-06-20,05:00:06,data,3448.13,successful
TXN002666084841,2024-12-26,08:27:30,electricity,4906.87,failed
TXN406627758639,2025-12-04,20:15:52,airtime,46941.84,successful
TXN516251112677,2024-05-18,21:32:02,airtime,27601.82,successful
TXN592467873676,2024-07-11,02:50:58,airtime,49473.78,successful
TXN468803301151,2024-11-27,15:26:38,data,28504.97,successful
TXN417726441168,2025-03-31,18:26:34,data,48238.08,failed
TXN060240356211,2025-05-05,13:20:15,airtime,40160.29,successful
TXN020918660207,2024-07-23,02:08:17,airtime,38752.86,failed
TXN227267410193,2024-11-03,22:02:44,airtime,5880.6,successful
TXN409604939526,2024-07-28,07:28:28,airtime,8940.64,successful
TXN621537990280,2024-03-17,20:34:52,cable,42121.09,successful
TXN307164462906,2024-10-22,21:58:16,electricity,30313.92,failed
TXN087765418625,2024-03-17,09:32:21,cable,11095.47,successful
TXN594788417088,2024-03-04,07:46:28,data,22533.36,successful
TXN595196868719,2024-03-03,09:20:48,airtime,22534.22,successful
TXN535775115398,2024-04-07,18:32:15,cable,39922.88,successful
TXN635408703803,2024-12-13,12:17:44,data,18562.38,successful
TXN129064403320,2024-01-20,05:13:26,airtime,11093.05,successful
TXN349206085349,2024-06-08,23:52:32,cable,32885.24,successful
TXN781714643597,2025-03-05,23:39:03,airtime,40289.96,successful
TXN913504652748,2024-07-02,10:06:09,data,38252.72,successful
TXN389482321283,2025-01-19,15:35:59,data,46235.18,failed
TXN582312434796,2024-12-10,06:19:08,data,16784.0,successful
TXN743045518775,2024-01-18,11:30:15,airtime,4552.98,successful
TXN011404913834,2025-09-28,09:07:59,airtime,14476.5,failed
TXN794350746008,2024-08-22,10:47:47,data,11790.1,failed
TXN068683133622,2025-01-04,16:38:26,electricity,3631.23,failed
TXN211660337053,2025-10-14,13:16:39,data,46431.44,failed
TXN902423748736,2025-04-25,02:40:36,cable,44510.42,failed
TXN661005489072,2025-01-15,18:14:19,data,18074.1,successful
TXN573817353757,2025-11-16,10:02:30,electricity,34170.03,successful
TXN874858751163,2024-11-03,17:52:47,airtime,47273.18,successful
TXN794600457467,2025-08-22,21:59:11,electricity,1923.4,successful
TXN633050115055,2025-02-01,14:16:52,cable,5807.18,successful
TXN513994067386,2024-07-24,17:40:38,data,26318.56,successful
TXN972370259636,2024-06-04,16:41:40,airtime,14262.96,failed
TXN652686509073,2025-09-07,19:48:33,airtime,45416.38,successful
TXN187480869172,2024-02-17,01:42:32,data,19252.48,successful
TXN702769092597,2024-08-18,08:52:49,cable,4425.28,successful
TXN439563774020,2024-04-07,14:22:14,data,21294.35,successful
TXN158380457929,2025-07-08,02:47:31,data,8387.94,successful
TXN066280586918,2024-02-02,06:05:53,airtime,19099.75,successful
TXN812372603004,2025-08-24,16:35:23,data,25305.26,successful
TXN543954617011,2024-05-12,11:51:11,airtime,23176.79,successful
TXN955937233038,2024-07-10,02:41:39,airtime,41597.7,successful
TXN263550083529,2025-10-12,14:33:54,data,40976.58,successful
TXN059740391272,2024-07-01,04:38:33,data,26234.78,successful
TXN373694579536,2024-08-05,03:19:37,electricity,31500.21,successful
TXN322973709490,2025-09-27,21:10:16,airtime,20401.69,successful
TXN349496053907,2025-06-10,06:47:38,cable,14790.42,successful
TXN007162137596,2025-09-19,19:50:34,airtime,38533.32,failed
TXN442367542962,2024-02-13,02:24:10,data,19541.28,successful
TXN024074177722,2025-09-10,22:47:04,electricity,10676.49,successful
TXN000324322118,2024-08-19,23:20:21,electricity,45074.58,successful
TXN896370086483,2025-08-07,22:10:19,data,29086.61,successful
TXN835673143119,2024-03-04,20:15:33,data,19624.76,pending
TXN171158010837,2024-09-04,14:34:11,electricity,13151.65,successful
TXN045745148410,2024-10-08,11:41:08,electricity,47396.29,successful
TXN303266930970,2024-10-24,05:46:37,data,39358.85,failed
TXN280740567847,2025-04-09,15:18:05,airtime,39009.14,successful
TXN457666955353,2024-11-11,01:35:38,airtime,25775.81,successful
TXN139491647028,2025-09-13,12:56:50,airtime,49182.88,successful
TXN306943131297,2025-03-19,08:58:42,cable,18031.07,successful
TXN519038424853,2025-03-04,04:17:38,cable,24301.04,successful
TXN105937417170,2024-04-19,06:36:45,airtime,19530.93,successful
TXN906457271627,2024-08-27,11:24:51,airtime,10089.03,successful
TXN144733088300,2024-04-16,21:14:16,electricity,44029.31,successful
TXN744122330795,2024-04-01,12:30:07,data,38790.83,failed
TXN533929751415,2024-09-09,05:08:03,data,7482.74,successful
TXN177171513808,2024-10-23,12:21:36,cable,28958.0,successful
TXN800347830636,2025-07-28,08:28:21,cable,31784.58,successful
TXN384436951830,2025-05-27,18:37:48,airtime,30810.3,successful
TXN219327114224,2024-04-25,22:32:35,airtime,42679.68,successful
TXN068283099966,2025-11-11,19:23:29,airtime,17723.24,successful
TXN507481413843,2025-10-02,11:12:10,data,49827.95,successful
TXN238127915175,2024-12-04,09:48:28,data,5571.84,successful
TXN369253784294,2024-02-22,23:59:26,airtime,21622.0,successful
TXN234761517001,2024-01-01,21:53:38,cable,1728.85,successful
TXN128499245679,2024-01-19,07:29:31,airtime,15908.29,successful
TXN813164501252,2024-06-06,23:19:04,data,33062.53,successful
TXN124838600254,2024-03-31,09:05:27,airtime,12406.14,successful
TXN605298139006,2024-03-06,02:40:31,airtime,4811.98,successful
TXN631909379918,2025-03-30,08:45:55,data,30211.34,successful
TXN357566466611,2024-07-01,13:52:21,cable,25004.74,successful
TXN173532860615,2025-07-07,15:16:54,data,9718.35,successful
TXN752474679785,2025-08-24,00:02:30,cable,19349.72,failed
TXN843458185557,2024-04-22,06:57:56,airtime,407.26,successful
TXN220496127662,2025-12-19,07:33:24,cable,48071.54,successful
TXN408984084670,2024-01-18,08:51:39,data,25164.38,failed
TXN131434413611,2024-04-13,04:45:50,airtime,37221.93,successful
TXN534343019793,2025-02-04,02:27:41,cable,47086.68,successful
TXN838813517096,2025-12-08,12:07:32,airtime,2157.1,successful
TXN275453351011,2024-06-24,09:50:23,data,31617.88,successful
TXN118365295636,2024-04-17,01:17:29,electricity,47037.27,successful
TXN502274474575,2025-11-16,03:17:50,data,28399.54,pending
TXN845181633035,2024-07-01,22:21:18,airtime,24479.4,successful
TXN042136763196,2025-01-02,00:08:53,cable,22851.62,successful
TXN021126845493,2024-12-28,14:53:57,electricity,35056.73,successful
TXN587845222247,2024-03-13,13:06:47,cable,44978.23,successful
TXN967048859749,2025-11-02,21:12:41,data,31156.87,successful
TXN247442751220,2024-10-14,10:39:06,electricity,22661.93,successful
TXN747879900680,2025-08-20,17:32:29,airtime,4306.94,failed
TXN392026600277,2025-02-05,22:14:30,electricity,28366.2,successful
TXN904132800267,2025-01-06,04:27:32,airtime,42742.77,successful
TXN945150027481,2025-05-22,02:44:57,data,8273.83,pending
TXN651677999645,2024-02-16,14:08:58,airtime,36781.42,successful
TXN280936949729,2025-10-06,00:25:42,airtime,27969.66,failed
TXN041347561930,2024-04-12,02:48:45,data,34074.18,successful
TXN635647916462,2024-08-30,12:36:20,airtime,3348.82,successful
TXN745030743797,2024-11-12,14:32:35,airtime,34269.98,failed
TXN671611932927,2024-04-27,13:52:39,electricity,37479.37,successful
TXN160184622240,2025-10-09,12:27:39,airtime,37269.17,successful
TXN162869778353,2024-02-01,04:56:35,airtime,4008.12,successful
TXN764857328978,2025-10-06,21:05:44,data,11172.55,successful
TXN544560077670,2024-05-22,03:19:32,airtime,20025.38,successful
TXN178659866834,2025-05-27,11:55:45,airtime,38052.18,successful
TXN229155140289,2024-07-05,07:54:10,data,42482.25,successful
TXN248008736317,2024-04-19,21:26:52,airtime,25408.51,successful
TXN653548934863,2025-10-13,11:56:41,airtime,19596.06,failed
TXN982292993450,2025-10-12,19:47:19,cable,22946.34,successful
TXN495547265850,2025-05-10,01:10:10,data,35921.58,failed
TXN504110488860,2025-12-01,14:00:58,cable,18344.02,successful
TXN082099833952,2024-12-05,05:48:51,electricity,33040.85,pending
TXN774745801058,2024-09-21,17:12:25,data,3600.9,successful
TXN297207119978,2024-05-16,00:39:06,electricity,10055.08,successful
TXN231195398941,2025-03-18,10:16:23,data,31505.98,successful
TXN476362725720,2024-04-01,01:09:58,data,14688.97,failed
TXN480392751981,2025-09-04,19:50:16,airtime,25973.89,successful
TXN575615807859,2025-01-05,02:24:59,airtime,16680.55,failed
TXN097924800647,2024-03-25,12:10:35,airtime,22853.96,successful
TXN604129100339,2025-04-10,07:01:19,airtime,48253.42,successful
TXN504054856737,2024-11-09,12:32:41,airtime,12709.65,failed
TXN231908214898,2025-11-24,23:14:03,electricity,25544.73,successful
TXN825795941715,2024-07-25,08:10:29,airtime,42347.81,successful
TXN584828636137,2025-06-06,02:57:25,cable,18376.04,successful
TXN433323095997,2025-03-27,17:51:28,airtime,2710.85,successful
TXN240598487124,2025-12-18,11:25:46,cable,31459.25,failed
TXN866665358535,2025-11-18,08:15:27,data,30129.75,successful
TXN783143401624,2025-04-12,22:07:21,airtime,45224.77,successful
TXN925999475057,2025-12-16,23:47:07,airtime,27939.02,successful
TXN971721748363,2025-07-12,16:21:01,airtime,20614.2,failed
TXN063208506112,2024-07-07,10:51:48,airtime,19787.83,successful
TXN688223957696,2024-06-15,16:59:00,airtime,2344.55,successful
TXN840732906547,2024-07-18,02:29:32,airtime,23249.28,successful
TXN593789391559,2024-11-20,06:10:15,airtime,4385.68,successful
TXN852724361505,2025-03-22,13:01:51,airtime,29645.26,successful
TXN579918442811,2024-09-30,16:53:05,cable,41363.03,successful
TXN146153267434,2025-12-11,19:09:37,cable,25385.13,failed
TXN640503022538,2025-02-06,11:33:23,airtime,35248.71,successful
TXN807736544624,2025-04-07,11:50:09,data,1371.53,successful
TXN023930202022,2024-07-02,01:16:23,airtime,26579.67,successful
TXN868240309688,2025-05-08,18:04:26,airtime,12475.94,successful
TXN449834585491,2025-07-30,22:33:04,cable,46617.21,successful
TXN311818003305,2025-01-13,01:50:21,data,12386.15,successful
TXN863628980215,2025-09-23,02:50:50,cable,18061.98,successful
TXN194533025612,2024-10-10,06:05:26,cable,15352.79,successful
TXN563227369981,2024-12-24,16:06:58,data,19849.48,successful
TXN632159241086,2025-07-30,09:33:16,airtime,10685.88,successful
TXN115938655862,2024-04-20,02:47:24,airtime,33918.52,successful
TXN475906940730,2024-10-01,08:53:22,data,41269.31,successful
TXN728143041518,2025-01-25,02:31:21,cable,37008.43,successful
TXN944787605846,2024-01-09,01:40:22,cable,14479.65,successful
TXN935959490512,2025-05-23,14:50:19,data,9611.68,successful
TXN103513711175,2025-12-19,17:10:42,cable,25082.75,successful
TXN309108185426,2025-03-07,22:43:33,data,11603.25,successful
TXN394991574051,2025-12-13,18:16:26,airtime,33254.92,successful
TXN721588813321,2025-10-07,14:20:25,data,3246.21,failed
TXN381909124546,2025-03-29,03:23:10,data,17722.62,successful
TXN530762652639,2025-04-04,00:14:56,cable,35042.06,failed
TXN373593733732,2025-04-30,10:21:45,electricity,42321.27,successful
TXN650981369942,2025-01-09,20:53:24,cable,48727.51,successful
TXN784790886668,2025-02-02,03:34:33,airtime,766.62,successful
TXN312676374485,2024-04-28,10:37:55,data,48606.25,successful
TXN835186272183,2025-03-10,13:05:35,airtime,30033.55,successful
TXN227083276477,2025-08-05,15:21:23,airtime,10732.37,successful
TXN827559854904,2025-11-27,13:27:01,airtime,39039.14,successful
TXN744256310502,2025-04-06,01:25:08,data,13774.95,successful
TXN805439591318,2024-06-26,14:19:12,data,38944.78,successful
TXN609535642987,2025-03-20,22:43:41,cable,46791.6,successful
TXN618748596532,2024-05-05,15:24:04,airtime,43029.46,failed
TXN776437302522,2024-09-20,19:49:31,airtime,32674.5,successful
TXN630897602387,2025-06-20,16:36:48,electricity,9587.23,failed
TXN470699590567,2024-01-19,17:39:36,airtime,10854.2,successful
TXN325860703667,2024-11-29,14:21:35,data,32614.9,failed
TXN933492044193,2025-08-25,14:27:35,data,7509.34,pending
TXN994009582386,2025-10-22,04:20:32,airtime,16810.05,successful
TXN364717782150,2024-05-04,07:50:27,airtime,36033.3,failed
TXN264081491818,2024-07-05,17:14:18,data,39072.34,failed
TXN147851775304,2024-01-14,19:10:59,airtime,1389.93,failed
TXN862449423039,2024-02-18,16:47:18,data,8396.61,successful
TXN769486613727,2025-12-15,19:32:47,cable,14027.98,successful
TXN802599182598,2024-05-06,08:15:34,airtime,43614.82,successful
TXN609980073829,2024-06-20,04:41:55,electricity,10875.4,successful
TXN939576343677,2024-09-27,15:11:18,cable,40217.66,successful
TXN870241221980,2025-12-26,09:32:16,data,44022.21,successful
TXN829324719589,2025-02-24,23:06:10,cable,13754.11,successful
TXN827548312918,2024-08-03,22:01:11,electricity,16231.0,successful
TXN423738614645,2024-09-21,23:59:32,data,10570.05,successful
TXN457965624061,2024-04-24,12:55:50,airtime,44016.68,successful
TXN189998387429,2025-02-11,22:37:49,data,32182.52,successful
TXN253031772261,2025-10-08,19:44:46,airtime,42328.44,successful
TXN286611128776,2024-03-29,14:30:45,electricity,26852.63,successful
TXN757127786102,2025-06-16,08:13:10,airtime,22315.45,successful
TXN119484786642,2025-02-19,07:18:55,cable,4613.63,successful
TXN357866660089,2025-02-26,21:31:38,airtime,35269.65,successful
TXN766000375664,2024-07-17,00:47:12,cable,27023.7,successful
TXN875494164226,2025-10-25,23:05:36,cable,40025.32,successful
TXN919840473990,2025-10-22,03:43:24,data,46523.77,successful
TXN938191400008,2025-09-22,07:43:03,data,41357.94,successful
TXN498313311803,2024-07-29,03:48:54,data,7019.26,successful
TXN489137309611,2025-01-13,12:50:48,data,39928.89,successful
TXN077671276876,2024-01-09,06:59:19,data,20010.66,successful
TXN939143879465,2024-10-19,23:57:28,data,32593.73,successful
TXN527889729925,2024-02-09,16:36:23,cable,10553.26,successful
TXN263746040592,2024-10-17,22:16:10,airtime,37031.64,failed
TXN881438161364,2025-09-17,19:42:51,cable,41855.02,successful
TXN494124931482,2024-07-18,00:45:46,data,33128.19,successful
TXN881562429989,2024-08-11,07:15:47,airtime,29426.76,successful
TXN731621444580,2025-06-25,02:39:37,airtime,45792.04,successful
TXN651546020918,2025-11-22,08:58:00,electricity,24855.7,successful
TXN555834960405,2024-07-05,17:38:16,cable,37599.44,successful
TXN981155238263,2024-03-10,14:58:26,airtime,45863.53,failed
TXN737778266729,2025-09-19,21:57:42,airtime,19315.25,successful
TXN739862058055,2024-07-31,04:54:18,airtime,1817.91,successful
TXN369482787252,2025-06-29,03:54:17,data,24073.83,successful
TXN280131892249,2025-01-18,08:35:12,cable,36113.91,successful
TXN073493349265,2025-11-26,17:15:30,airtime,31266.63,successful
TXN173612611433,2025-12-08,04:56:42,electricity,28758.83,successful
TXN125940772779,2025-06-19,02:46:06,data,9527.99,failed
TXN421198965542,2024-12-30,12:27:35,airtime,22390.88,failed
TXN298302537717,2024-04-01,12:02:42,airtime,16832.58,failed
TXN433171786379,2024-01-06,04:56:56,airtime,49396.69,failed
TXN350274435042,2025-01-29,07:40:13,airtime,11554.95,successful
TXN975183663499,2025-04-02,22:26:58,cable,14514.02,successful
TXN706962639571,2024-12-01,09:48:28,airtime,43316.15,successful
TXN867314408834,2025-05-23,22:06:32,cable,28205.24,successful
TXN657680340553,2025-07-30,12:44:41,airtime,29107.85,successful
TXN101259089026,2025-01-25,09:31:46,data,34906.1,successful
TXN698005314976,2025-08-16,23:37:10,cable,37407.4,successful
TXN098993587892,2025-06-18,11:13:40,data,48956.12,failed
TXN368132395338,2024-09-20,13:58:56,cable,20751.0,successful
TXN168898563272,2024-09-05,18:16:32,data,44003.41,failed
TXN756525369696,2024-05-17,13:27:30,airtime,34591.23,successful
TXN238639724633,2024-01-19,16:03:12,airtime,15588.92,successful
TXN155102273531,2024-07-19,21:47:11,airtime,21763.77,failed
TXN821117706239,2024-07-05,16:24:43,cable,38043.92,successful
TXN957081678730,2024-03-20,11:13:59,airtime,5814.58,successful
TXN099079691922,2024-10-15,22:28:32,electricity,30556.54,successful
TXN501452733464,2024-04-11,07:22:12,data,15993.87,successful
TXN856277714122,2025-07-29,12:47:30,airtime,10071.91,pending
TXN603883111450,2024-11-14,19:20:04,electricity,15780.91,failed
TXN117703983965,2024-07-29,02:11:17,electricity,37377.42,pending
TXN635326417377,2024-10-06,02:15:46,airtime,41322.17,successful
TXN238248802100,2025-09-27,11:29:15,data,26370.78,successful
TXN476217109890,2024-11-29,07:14:50,data,40607.4,successful
TXN009970196430,2025-12-17,16:58:47,data,15060.54,successful
TXN433126215908,2025-05-18,01:57:42,data,48169.42,failed
TXN924361865974,2024-07-03,18:17:17,airtime,22264.37,failed
TXN405809476581,2024-06-24,08:23:13,data,40369.4,failed
TXN124632576776,2024-04-21,00:12:05,airtime,22278.18,successful
TXN873989928837,2024-08-27,02:08:47,cable,45274.06,successful
TXN229462073627,2024-08-12,14:40:23,data,45344.99,successful
TXN458349105508,2024-12-17,12:49:33,airtime,34817.04,successful
TXN586526672173,2024-12-05,10:59:02,airtime,13733.71,failed
TXN035226703837,2024-12-07,03:54:53,airtime,26914.95,successful
TXN060290525543,2024-09-11,09:03:37,airtime,26892.09,successful
TXN724270159947,2024-09-11,23:16:00,cable,42578.6,successful
TXN457928539028,2025-10-19,19:13:55,cable,44676.22,successful
TXN349318410441,2025-04-19,05:20:32,cable,43948.08,successful
TXN854121991216,2025-06-29,21:05:57,data,8127.99,successful
TXN289616494453,2024-08-21,00:27:16,airtime,12871.18,successful
TXN739223447344,2024-06-16,18:31:09,cable,30141.61,successful
TXN880010405989,2025-10-27,21:06:15,electricity,11452.43,successful
TXN832727834089,2024-02-29,06:15:26,airtime,43800.67,successful
TXN583953189409,2025-01-31,21:18:55,data,18243.48,successful
TXN070931582469,2024-06-28,10:36:24,data,26776.52,successful
TXN511560940485,2024-01-23,19:21:44,electricity,48236.05,successful
TXN146252779937,2024-08-21,11:28:09,electricity,40193.12,failed
TXN619523385683,2024-02-05,02:20:03,data,38941.72,failed
TXN297139035871,2024-07-11,00:16:05,electricity,4502.55,successful
TXN543748694908,2024-10-19,16:27:53,data,4891.77,successful
TXN388021005017,2025-04-19,16:19:51,airtime,9714.38,successful
TXN341279702606,2025-03-04,11:51:11,cable,48707.19,successful
TXN651179818926,2025-04-07,14:58:54,airtime,9449.37,successful
TXN818170144987,2025-12-24,02:54:55,data,20612.0,successful
TXN115298292528,2024-03-31,09:29:50,airtime,19122.24,successful
TXN943207144653,2025-08-15,08:39:01,airtime,18680.33,pending
TXN008209107117,2025-04-29,16:19:28,data,42229.31,successful
TXN966340030189,2025-11-14,14:47:25,electricity,41389.08,successful
TXN840024688397,2024-10-29,05:47:53,cable,36172.28,failed
TXN108439254298,2024-08-29,08:53:54,cable,17678.4,successful
TXN941232136400,2025-02-12,05:10:15,data,10122.01,failed
TXN391882418557,2024-03-25,20:45:56,airtime,5657.89,successful
TXN114224687794,2025-01-20,06:17:46,airtime,46795.66,successful
TXN719749190641,2024-02-17,10:35:34,cable,45935.4,successful
TXN405408736238,2024-03-03,10:28:47,airtime,44482.52,successful
TXN930057108861,2024-02-14,12:10:27,data,6088.16,successful
TXN721812647636,2025-10-08,04:41:58,cable,36369.09,failed
TXN376686978253,2025-04-13,13:39:08,airtime,506.9,successful
TXN469452648818,2025-04-06,07:35:10,data,25682.02,successful
TXN153503167827,2024-07-29,09:55:47,airtime,40883.83,failed
TXN130513764933,2024-09-08,05:14:20,cable,44425.32,successful
TXN399280328843,2024-09-11,20:06:14,cable,4628.5,successful
TXN337549240183,2024-12-26,06:13:43,airtime,11635.57,successful
TXN066547973049,2025-12-09,17:34:35,electricity,33056.07,failed
TXN915189066034,2024-07-23,13:33:49,airtime,10934.38,successful
TXN387344364438,2024-09-05,12:59:28,cable,43579.81,successful
