txnRef,Date,Time,service_type,amount,status
TXN328921116325,2024-07-26,22:06:30,cable,43426.38,successful
TXN673677504390,2024-10-27,18:45:53,airtime,24710.35,successful
TXN342322698752,2024-08-18,10:06:24,airtime,41955.26,successful
TXN210826499650,2024-03-10,15:05:56,data,34845.72,successful
TXN060906510762,2024-01-12,21:40:23,airtime,27275.11,successful
TXN849605918467,2024-10-13,14:59:01,cable,19019.84,successful
TXN654524818122,2025-12-05,01:20:59,airtime,43151.52,successful
TXN670523203026,2024-09-16,00:32:11,airtime,14295.22,pending
TXN981113733362,2025-12-03,08:13:25,electricity,12047.9,successful
TXN697808058545,2025-01-27,13:55:36,data,6616.95,failed
TXN546221577015,2024-05-27,10:15:01,data,30307.65,successful
TXN379557914545,2024-09-26,23:08:05,data,1323.66,successful
TXN654227088365,2024-09-18,03:45:53,airtime,7093.05,successful
TXN563640253824,2025-09-17,11:39:07,data,41902.74,successful
TXN146415867275,2024-10-17,00:58:54,airtime,44246.46,successful
TXN337053845316,2025-06-12,05:10:09,airtime,23024.36,successful
TXN190536128757,2024-07-28,01:26:28,data,8832.56,successful
TXN243198221335,2025-07-30,17:33:09,airtime,2036.01,failed
TXN546874539582,2024-10-31,22:38:36,airtime,32899.52,successful
TXN027035844362,2025-07-24,00:32:37,airtime,16062.96,successful
TXN153292951588,2025-11-09,20:18:51,data,4461.97,successful
TXN475278290194,2024-12-11,05:24:28,airtime,897.97,successful
TXN496222382248,2025-11-25,10:13:41,airtime,37545.61,successful
TXN905505229955,2024-12-31,16:07:40,cable,15550.71,successful
TXN138366870889,2025-01-02,00:13:57,cable,41082.96,successful
TXN301640583890,2024-12-26,21:01:32,data,32239.94,successful
TXN160942094485,2025-05-15,06:12:24,data,7496.76,successful
TXN084080995224,2024-05-18,14:55:49,cable,1874.22,failed
TXN972870708154,2024-04-03,16:00:09,data,16201.8,successful
TXN351043122556,2024-10-13,16:46:26,data,9225.49,successful
TXN511096640730,2025-12-16,12:59:09,airtime,46998.86,successful
TXN333570931683,2025-12-07,07:17:05,airtime,3540.33,successful
TXN483812896586,2024-09-19,21:21:42,electricity,30228.48,successful
TXN560911519335,2024-07-12,20:47:11,data,19847.58,successful
TXN213062393433,2025-06-25,20:05:24,airtime,13726.58,successful
TXN317063101502,2025-04-01,12:37:54,data,36217.84,successful
TXN674516435726,2024-09-13,03:45:34,cable,40782.38,successful
TXN552582663391,2024-06-23,12:12:12,electricity,3628.69,successful
TXN347763095280,2025-01-20,23:40:11,airtime,37930.35,successful
TXN237168098791,2024-10-02,20:20:53,cable,13896.12,pending
TXN582212573261,2024-09-28,13:37:28,airtime,7542.4,successful
TXN674094991843,2025-10-29,14:31:46,airtime,29709.44,successful
TXN839462882669,2025-04-03,00:01:24,data,23018.45,pending
TXN154283630911,2024-05-11,11:29:58,cable,9556.39,failed
TXN066807210663,2025-11-20,06:00:53,airtime,2424.64,failed
TXN519428034555,2024-04-05,19:31:03,cable,10024.28,successful
TXN678694187727,2024-08-25,21:25:52,data,3359.36,successful
TXN834971180112,2024-06-20,04:34:38,data,47899.29,failed
TXN082949601266,2024-08-21,12:45:19,airtime,37711.41,successful
TXN732710185543,2024-11-27,07:45:47,airtime,6411.55,successful
TXN034861695389,2024-02-24,06:44:32,electricity,25142.51,successful
TXN562717765463,2025-06-21,10:08:54,airtime,48396.9,successful
TXN422261989815,2024-12-29,12:08:00,airtime,18255.03,successful
TXN106019465478,2024-11-25,04:19:24,data,7567.86,successful
TXN730028519892,2025-12-09,15:40:15,airtime,17033.08,failed
TXN594686725084,2025-03-03,00:32:45,airtime,33119.12,successful
TXN742390474071,2025-03-27,21:27:27,airtime,9663.33,successful
TXN474119134381,2025-03-04,04:22:46,airtime,5148.89,successful
TXN119306871424,2024-03-22,17:51:46,airtime,35388.1,successful
TXN838289072686,2024-09-23,09:53:56,airtime,17946.93,successful
TXN490066670691,2024-02-07,01:14:59,data,907.62,failed
TXN299025065554,2024-01-18,21:15:23,airtime,30813.64,successful
TXN104082757324,2025-10-25,00:46:30,data,31084.99,failed
TXN150405107722,2025-04-09,11:23:29,airtime,38973.42,successful
TXN689900631468,2024-03-10,13:48:08,airtime,27611.42,successful
TXN237029660201,2025-07-22,16:34:06,data,40654.35,successful
TXN643178558497,2024-01-05,06:21:39,cable,1400.16,successful
TXN900579750622,2024-02-18,08:42:48,data,12804.52,successful
TXN855879844144,2024-10-15,11:48:34,airtime,12174.14,successful
TXN245649498780,2025-05-28,04:51:06,airtime,41575.0,successful
TXN185075399080,2024-09-19,23:31:13,cable,46401.14,successful
TXN436401131027,2024-11-17,08:13:05,airtime,8385.44,successful
TXN193920882479,2024-06-30,06:19:46,cable,36951.08,pending
TXN815812912846,2024-05-09,09:24:58,data,10233.56,failed
TXN595811400209,2024-10-15,10:40:41,airtime,18141.93,successful
TXN825009240277,2025-10-17,15:29:48,data,24630.73,successful
TXN547881486620,2024-12-30,14:35:35,data,39371.05,successful
TXN126710313436,2024-06-11,00:05:39,data,10269.12,successful
TXN019341808047,2024-10-28,15:46:52,airtime,45934.11,successful
TXN374522955784,2025-12-21,18:52:09,data,25664.82,successful
TXN958477049436,2024-09-29,06:09:03,cable,28803.25,successful
TXN977321697148,2024-04-09,15:19:10,data,23513.51,failed
TXN835942091694,2025-10-17,08:58:42,cable,37623.9,successful
TXN182731483390,2024-02-02,21:20:31,cable,7495.83,successful
TXN240335407697,2024-06-02,01:02:19,cable,47808.58,failed
TXN518196850057,2025-01-02,02:18:30,electricity,25038.04,successful
TXN721360524604,2025-05-11,11:31:20,data,31098.88,successful
TXN843248662762,2025-07-05,01:16:09,data,3389.73,failed
TXN661857244321,2025-04-29,05:58:20,cable,7986.09,successful
TXN462925381403,2024-08-26,13:50:31,airtime,14369.49,failed
TXN119772359234,2024-08-20,08:38:25,airtime,5501.88,failed
TXN445944003709,2025-12-22,02:02:45,data,19657.44,failed
TXN276104515736,2025-01-16,05:26:59,airtime,19132.09,successful
TXN714136577419,2025-06-02,05:16:27,airtime,26952.22,failed
TXN881790752085,2025-08-18,18:47:34,data,31308.98,successful
TXN724656606378,2024-02-27,17:26:14,airtime,47932.36,successful
TXN560688409651,2024-04-14,08:57:42,data,26645.8,successful
TXN103252993034,2025-12-28,09:58:03,data,21236.98,failed
TXN099222747998,2024-02-02,22:30:56,cable,30324.75,successful
TXN052538796567,2025-09-14,23:07:24,airtime,5477.86,successful
TXN246934085722,2024-05-06,04:12:54,data,32054.13,successful
TXN230561393191,2024-11-26,19:50:17,data,32322.53,successful
TXN321605324336,2025-03-20,23:59:48,cable,25380.32,successful
TXN496908721435,2025-01-20,18:42:01,data,31369.34,successful
TXN032884384447,2024-04-24,20:29:40,airtime,10503.77,successful
TXN866735166468,2024-09-11,06:41:21,airtime,43232.6,failed
TXN810863590268,2025-12-17,13:25:46,cable,7517.34,failed
TXN511673541789,2025-06-27,13:41:23,airtime,49295.9,successful
TXN661096767871,2024-05-09,12:08:11,data,38849.56,successful
TXN845777174367,2025-06-04,22:10:50,airtime,26305.47,successful
TXN868366265997,2024-11-27,05:03:46,airtime,16914.55,successful
TXN319457541147,2024-03-15,05:19:36,data,32169.64,failed
TXN249355741241,2024-01-25,12:57:11,cable,11034.68,successful
TXN103460107358,2024-03-20,03:26:29,data,14208.57,successful
TXN595819214538,2025-01-13,10:19:29,airtime,31017.87,successful
TXN715522510564,2024-05-14,12:46:08,data,25646.33,failed
TXN435427448436,2025-07-03,17:22:36,electricity,22136.87,failed
TXN659249761028,2025-11-02,00:45:54,airtime,20507.24,successful
TXN573899641527,2024-03-18,02:52:19,electricity,19582.34,successful
TXN262304900646,2025-07-12,04:48:35,airtime,26467.81,successful
TXN469038192172,2024-03-12,20:13:22,airtime,16925.64,failed
TXN046263415592,2025-04-26,01:12:29,data,49587.56,failed
TXN656652678341,2024-01-04,20:41:03,cable,2585.76,failed
TXN222391702975,2024-07-29,09:37:12,airtime,26775.94,successful
TXN407641634057,2024-02-15,21:49:47,data,46768.3,successful
TXN974069748240,2025-03-25,21:45:55,data,36827.79,failed
TXN223317559099,2024-10-17,23:35:10,electricity,10766.86,successful
TXN767953049432,2024-09-02,07:36:10,airtime,18987.88,successful
TXN383182603369,2024-10-30,18:42:02,airtime,32555.43,successful
TXN906795597357,2025-06-07,12:37:59,data,15152.74,successful
TXN533331580143,2025-01-31,04:58:36,airtime,2315.97,successful
TXN321215004636,2024-12-22,13:43:35,airtime,33040.44,successful
TXN029203790131,2024-11-18,06:15:22,airtime,20995.73,successful
TXN104807331642,2024-07-02,06:01:19,electricity,36179.6,successful
TXN852617242413,2025-08-09,17:11:11,airtime,45982.48,successful
TXN595811657220,2024-02-04,21:17:13,data,12435.48,successful
TXN208151694393,2024-05-08,09:27:34,data,37506.11,successful
TXN931170268917,2025-09-15,14:35:27,electricity,21951.66,successful
TXN373900789961,2024-10-12,20:37:07,airtime,37552.67,successful
TXN609328391448,2024-03-09,00:04:22,airtime,32834.35,successful
TXN095280593970,2025-12-05,13:01:18,cable,11722.39,successful
TXN775226034096,2024-11-04,22:23:55,data,30745.67,successful
TXN165066661707,2025-11-18,16:36:08,cable,35326.14,failed
TXN153662941480,2025-04-05,07:25:27,cable,40123.58,failed
TXN096429314697,2024-07-19,10:16:27,data,27793.54,successful
TXN233015577758,2024-04-06,08:47:02,airtime,29255.97,successful
TXN175954513549,2025-02-21,04:50:45,airtime,12735.68,failed
TXN190747876191,2025-01-22,20:48:59,airtime,44504.75,successful
TXN828583090133,2025-03-08,02:14:45,airtime,2569.57,successful
TXN192706452484,2024-05-16,18:16:44,electricity,47774.5,pending
TXN693579870133,2025-02-19,23:09:18,airtime,37061.79,successful
TXN568529496807,2025-05-19,14:13:00,data,31437.65,successful
TXN818647591847,2025-05-16,21:33:01,cable,27489.36,successful
TXN683182510430,2025-03-05,22:27:29,data,9676.11,successful
TXN283316253070,2024-01-30,08:02:37,airtime,29691.51,successful
TXN156966491677,2024-02-18,19:53:16,data,1485.04,successful
TXN089211228656,2025-06-19,15:19:12,data,26842.79,successful
TXN935888064098,2025-10-27,07:26:17,airtime,20484.62,successful
TXN495323191830,2024-01-15,06:11:15,data,19597.8,successful
TXN586050319620,2024-10-02,17:30:49,electricity,33470.53,successful
TXN017477870441,2024-04-30,16:41:58,airtime,2122.5,successful
TXN160177027486,2025-01-25,09:51:03,cable,23808.22,successful
TXN023843026388,2024-08-25,17:05:11,airtime,47139.46,successful
TXN590767842432,2024-10-22,22:02:39,data,44173.74,successful
TXN262382448376,2025-05-01,04:29:30,cable,22700.46,pending
TXN098095505805,2024-01-09,10:15:19,data,30257.32,failed
TXN973297856457,2024-03-27,23:22:10,electricity,48444.74,successful
TXN936272367449,2025-06-04,12:15:32,data,5637.42,successful
TXN270551814832,2025-03-30,22:24:19,airtime,47570.22,failed
TXN865821582491,2025-01-24,21:33:38,airtime,1192.13,failed
TXN028138074178,2025-06-05,09:34:12,cable,2741.14,successful
TXN489847289415,2025-02-16,23:08:03,cable,37802.95,successful
TXN247073373150,2025-10-02,18:22:54,cable,18194.73,successful
TXN447589854829,2025-01-17,00:08:56,electricity,45801.84,successful
TXN283640479124,2024-01-29,11:32:10,airtime,39696.31,failed
TXN222444185224,2025-03-22,17:01:45,airtime,48945.95,successful
TXN664371830340,2025-08-13,19:25:53,cable,46304.66,failed
TXN254424148783,2024-04-21,01:42:46,cable,17975.59,successful
TXN044991277729,2025-05-22,18:21:50,data,7618.72,successful
TXN819752446857,2025-09-21,14:24:51,airtime,34324.28,successful
TXN732787425692,2024-09-11,14:50:21,airtime,5050.26,successful
TXN129189388163,2025-08-08,03:23:48,airtime,41114.99,successful
TXN745121693370,2025-06-02,21:12:40,cable,5123.42,successful
TXN364229462854,2024-04-12,20:18:33,airtime,522.81,successful
TXN308132399822,2024-01-30,19:50:47,airtime,29806.63,successful
TXN041671256645,2025-06-11,13:11:56,airtime,5941.42,successful
TXN819737608174,2024-11-05,14:52:22,airtime,8126.25,failed
TXN084415853730,2024-02-21,06:18:14,electricity,10165.12,successful
TXN231168362165,2024-06-12,13:20:20,data,32956.38,successful
TXN631225543563,2024-02-17,03:40:23,data,47823.98,successful
TXN913356875373,2024-06-02,13:11:39,airtime,29854.35,successful
TXN893734012191,2025-04-25,00:42:08,data,13608.51,failed
TXN380178188929,2025-12-04,13:45:52,airtime,37977.93,successful
TXN363706313692,2025-11-30,12:06:14,data,21511.71,successful
TXN952895961879,2024-09-14,14:46:52,airtime,24864.85,successful
TXN261055537257,2024-02-11,12:17:58,airtime,9328.91,successful
TXN228861379986,2025-09-02,04:04:33,electricity,19347.19,successful
TXN297400625842,2025-02-17,03:59:36,airtime,25173.28,successful
TXN529034006651,2024-02-11,23:17:13,data,40060.76,successful
TXN808728209249,2025-12-11,15:27:58,cable,22034.95,successful
TXN264730515213,2024-07-29,09:48:26,airtime,26314.97,successful
TXN476452790377,2024-01-27,08:25:44,airtime,5790.2,successful
TXN862265449559,2025-02-13,20:23:49,data,9226.66,successful
TXN555605256127,2024-09-04,04:12:58,airtime,2578.37,successful
TXN907343093755,2024-01-29,09:04:53,cable,27128.27,successful
TXN656737721772,2024-08-27,18:19:03,airtime,39465.39,failed
TXN351680050327,2024-11-16,10:21:26,data,15051.96,failed
TXN156154710740,2025-02-26,21:31:27,airtime,18730.43,failed
TXN976560048990,2024-02-27,05:33:12,electricity,26754.83,successful
TXN623107503214,2025-08-18,18:22:23,data,16927.33,successful
TXN070935148526,2025-07-10,19:35:17,electricity,16945.64,successful
TXN516211958209,2025-10-23,13:05:13,cable,18653.06,successful
TXN208539043290,2025-08-27,01:00:07,data,731.17,successful
TXN710203848270,2025-03-25,06:12:19,airtime,18508.66,successful
TXN147022348066,2025-11-08,23:40:39,electricity,12632.69,failed
TXN964139245685,2024-10-13,12:08:52,airtime,49424.28,successful
TXN441676522775,2025-03-29,09:47:04,data,23881.89,successful
TXN706759269450,2025-11-27,05:57:24,airtime,13018.32,successful
TXN362733466128,2025-09-15,09:15:05,airtime,7995.82,successful
TXN524305994765,2025-10-06,13:19:59,airtime,38301.86,failed
TXN095591873587,2024-06-22,01:15:52,airtime,11693.26,successful
TXN633232790856,2024-01-29,13:31:35,data,20840.15,failed
TXN947213803394,2025-03-30,08:22:13,electricity,6166.55,failed
TXN026256090743,2024-05-19,15:57:47,airtime,10656.09,successful
TXN758513221061,2025-10-25,22:16:00,data,14225.36,successful
TXN138922250307,2024-10-03,16:39:39,electricity,24514.62,successful
TXN027296465180,2024-08-05,16:35:33,airtime,17942.91,successful
TXN529608823067,2024-04-06,18:58:25,data,2384.89,successful
TXN549641960105,2025-09-30,07:00:51,airtime,39441.37,successful
TXN466965166334,2025-07-20,22:27:54,cable,13673.12,successful
TXN232133514772,2025-10-06,05:56:31,data,29253.35,successful
TXN616478475096,2025-06-07,13:33:48,airtime,12617.59,successful
TXN323345524618,2024-05-04,07:20:48,data,29024.37,successful
TXN569214706636,2025-11-07,21:05:30,airtime,27549.85,successful
TXN184259638540,2025-08-05,01:19:24,data,43111.81,successful
TXN110488985634,2024-07-22,20:12:45,data,9503.25,pending
TXN725795123585,2024-03-06,16:13:05,airtime,6259.81,successful
TXN248205493119,2025-01-28,04:33:01,data,33910.73,successful
TXN141504211601,2024-07-10,20:06:17,electricity,38580.86,successful
TXN728111271467,2024-04-17,22:10:23,airtime,36858.46,failed
TXN105550843887,2025-12-06,01:00:29,data,5970.44,successful
TXN620858744970,2024-03-07,12:03:00,airtime,8153.29,successful
TXN285108083323,2025-11-17,14:13:53,airtime,1436.82,successful
TXN025252155090,2025-03-03,18:59:39,airtime,16556.13,successful
TXN087644689381,2025-05-06,07:38:56,airtime,4288.15,failed
TXN108053190125,2025-05-05,13:24:52,airtime,20939.66,successful
TXN811009767210,2024-06-16,02:41:31,electricity,26435.0,successful
TXN976114414827,2024-01-10,16:39:41,cable,433.78,successful
TXN056859192697,2024-02-17,03:34:40,data,29236.23,successful
TXN007412607170,2024-12-26,18:47:56,electricity,41433.42,successful
TXN117128601260,2025-11-08,08:14:54,airtime,14456.7,successful
TXN716591209427,2024-07-29,15:31:54,data,16512.84,failed
TXN894995319293,2024-12-15,15:51:12,airtime,44152.99,successful
TXN014914782619,2024-01-20,00:05:57,data,24995.48,failed
TXN000367858842,2025-10-30,02:22:47,airtime,16808.0,successful
TXN102823327122,2024-07-09,09:36:16,data,5780.92,successful
TXN489795409241,2024-01-12,06:56:58,cable,27846.33,failed
TXN978963082089,2024-06-22,06:04:38,airtime,33606.53,successful
TXN797193741941,2025-08-02,21:08:51,data,14305.34,successful
TXN661387120597,2025-10-11,15:33:35,airtime,18339.89,successful
TXN003588345930,2024-12-16,14:31:26,airtime,19673.37,successful
TXN881278840479,2024-11-13,09:43:25,data,14449.92,successful
TXN038547085178,2024-07-14,17:46:45,airtime,37951.56,successful
TXN395317151298,2024-04-15,14:32:55,cable,19020.97,failed
TXN015922617642,2025-08-05,10:46:22,airtime,26464.09,successful
TXN988801278247,2025-06-26,18:14:02,airtime,28067.57,successful
TXN788020488432,2025-02-02,12:36:39,data,10950.97,successful
TXN389505342209,2024-01-26,11:42:04,cable,5169.19,successful
TXN917332124293,2025-11-15,14:50:27,airtime,19145.26,successful
TXN731783893180,2024-07-29,20:40:09,airtime,39353.96,successful
TXN880043404149,2024-01-18,16:51:34,cable,23571.07,successful
TXN960896398222,2024-10-17,18:35:33,cable,41148.32,successful
TXN354295878967,2024-07-26,00:41:58,data,23255.8,successful
TXN552158330268,2025-06-11,03:51:57,airtime,37617.62,successful
TXN957430950733,2025-03-29,10:31:47,electricity,31196.06,successful
TXN228430131131,2025-10-28,03:07:56,airtime,32273.73,successful
TXN450081007358,2025-08-15,00:29:39,data,28649.77,successful
TXN709329761031,2025-08-03,02:15:20,cable,24717.73,pending
TXN983686487888,2024-09-02,09:58:20,data,16514.89,successful
TXN673586651150,2024-08-28,20:35:54,electricity,3621.92,successful
TXN261898048723,2024-10-11,02:12:23,airtime,23704.93,successful
TXN394187656215,2024-07-28,13:33:05,data,2941.85,successful
TXN097596557952,2025-09-19,21:28:41,data,40427.8,successful
TXN882604975070,2025-01-23,07:46:31,cable,19574.37,successful
TXN400683312411,2025-01-06,13:55:11,data,25100.59,successful
TXN243144529811,2025-04-20,11:43:49,cable,21613.76,successful
TXN198675918159,2025-10-17,17:13:10,data,26832.66,successful
TXN906857927175,2025-01-29,19:37:45,airtime,13704.79,successful
TXN429096874603,2024-02-09,02:27:12,cable,46880.05,failed
TXN199028750088,2025-04-26,00:11:17,airtime,32015.25,successful
TXN645072608162,2025-03-07,12:45:24,cable,45492.57,successful
TXN229192467659,2024-10-19,10:01:07,cable,37665.04,successful
TXN877198150176,2024-09-25,02:02:49,data,8958.64,successful
TXN380300886696,2024-11-29,10:46:17,airtime,10871.94,failed
TXN014980587880,2024-12-21,01:46:23,airtime,6974.07,successful
TXN354369638644,2024-03-23,12:55:25,electricity,2010.06,successful
TXN801414594491,2025-01-26,03:40:42,data,31112.27,successful
TXN578547659719,2024-10-31,12:19:05,data,7813.12,successful
TXN136576239034,2024-03-11,01:37:01,airtime,11295.83,successful
TXN206288737227,2024-08-13,06:38:28,electricity,31409.77,successful
TXN247556934228,2025-07-28,00:24:06,cable,37578.03,successful
TXN001980394148,2024-03-02,05:56:58,data,49626.8,failed
TXN889136890062,2025-10-21,02:47:38,airtime,34157.27,successful
TXN740367426588,2025-11-11,12:04:14,airtime,14782.42,successful
TXN952435248297,2025-12-27,19:58:15,airtime,9750.28,successful
TXN663131221860,2024-09-28,15:18:34,data,16823.31,successful
TXN984695097790,2024-10-17,21:03:03,data,42956.02,successful
TXN971744402592,2024-08-07,09:50:16,electricity,16808.39,successful
TXN406996249858,2024-10-10,13:46:50,electricity,6685.19,successful
TXN317763941327,2025-11-21,05:19:16,airtime,41850.61,successful
TXN572751464290,2024-08-31,00:27:08,airtime,49712.16,failed
TXN239666585037,2024-02-09,08:55:22,airtime,4811.8,failed
TXN309322363724,2024-05-28,16:34:51,airtime,39328.55,successful
TXN073029532124,2025-01-07,05:41:21,cable,31012.56,successful
TXN812503350143,2025-09-27,20:32:18,airtime,36514.24,successful
TXN822403086385,2025-07-06,03:34:24,cable,21768.32,successful
TXN187250379906,2024-11-24,18:46:04,airtime,19709.16,successful
TXN206367550454,2024-04-05,05:21:30,airtime,2551.96,successful
TXN622839851310,2024-07-05,07:45:34,cable,34715.36,successful
TXN016824750714,2024-05-20,22:36:49,cable,43475.51,successful
TXN520652030242,2024-05-08,19:03:51,data,37053.52,successful
TXN176041511029,2025-02-16,06:01:17,data,19850.35,failed
TXN211877054061,2025-10-15,23:09:42,data,46651.5,successful
TXN350945626641,2024-09-03,02:50:02,airtime,44820.97,successful
TXN025072093717,2024-09-17,20:05:17,airtime,49371.47,successful
TXN524370126586,2025-02-02,07:10:33,electricity,11247.88,successful
TXN119073794163,2025-10-25,13:25:01,electricity,47420.21,successful
TXN097644875617,2024-04-15,05:41:03,data,36498.44,successful
TXN683998854053,2025-06-30,11:23:21,airtime,46761.13,successful
TXN898080427892,2024-06-14,10:51:42,airtime,46229.99,successful
TXN829926376455,2025-08-14,06:57:09,electricity,49642.99,successful
TXN387404094785,2024-09-18,06:42:25,data,20608.62,successful
TXN415584518821,2024-02-26,13:36:18,airtime,5162.59,failed
TXN248561411479,2025-11-10,06:33:20,cable,46146.52,successful
TXN043037548384,2025-07-09,16:23:40,cable,29686.84,successful
TXN400929062034,2025-12-24,04:46:03,airtime,14942.2,successful
TXN380526518543,2024-12-29,20:09:42,data,4048.55,successful
TXN412989885320,2025-09-15,21:20:22,airtime,7211.82,successful
TXN823629544201,2024-08-18,11:05:47,data,45660.56,successful
TXN360548489669,2024-03-22,01:37:15,airtime,49939.85,successful
TXN745096391729,2024-07-23,18:08:42,data,36465.85,successful
TXN201865255774,2025-10-05,13:21:37,airtime,16359.52,successful
TXN726777249601,2024-09-30,22:10:05,data,29181.2,failed
TXN774654549006,2024-03-30,02:18:32,data,35238.89,successful
TXN118467275188,2024-12-21,08:01:29,data,9448.47,failed
TXN666445047687,2024-02-16,20:33:14,airtime,32222.12,successful
TXN971641737128,2024-03-12,13:33:46,data,13637.48,successful
TXN693119903315,2024-08-15,02:46:44,data,18267.64,successful
TXN587905676767,2025-08-03,01:01:00,airtime,759.26,successful
TXN826954826381,2025-08-18,19:09:46,data,8087.63,successful
TXN559691233612,2025-03-18,05:18:24,airtime,35630.88,failed
TXN200427821015,2024-12-05,10:46:25,data,34869.26,successful
TXN758647887492,2025-11-12,06:58:20,data,1551.01,successful
TXN083355780468,2024-05-16,08:44:48,cable,11286.89,successful
TXN279569369749,2025-05-26,02:46:17,electricity,23459.71,successful
TXN624712320939,2024-03-01,05:28:02,cable,4752.83,successful
TXN423203877960,2024-02-24,04:17:50,electricity,3426.52,successful
TXN734679567733,2024-08-15,19:13:30,airtime,13715.33,failed
TXN189703744433,2025-03-01,06:41:01,airtime,5415.66,successful
TXN836956898003,2024-07-10,03:56:56,airtime,3104.53,successful
TXN329002698552,2024-07-05,19:21:05,electricity,20781.74,successful
TXN797307964468,2024-07-30,22:13:27,airtime,21157.59,failed
TXN340682057248,2024-01-05,23:26:05,airtime,14988.69,successful
TXN825835041888,2024-03-13,19:01:09,airtime,25915.72,successful
TXN126035964464,2025-05-21,05:22:06,cable,2253.66,failed
TXN807576980562,2024-08-12,20:07:56,data,2838.67,successful
TXN827153180021,2024-08-24,14:20:53,cable,40976.37,successful
TXN802044993022,2025-08-19,13:24:46,data,18760.53,successful
TXN900251233087,2025-04-23,11:25:40,airtime,21898.48,successful
TXN428554636618,2025-08-26,22:54:50,data,20755.21,failed
TXN469013661334,2025-08-06,19:23:25,airtime,28944.7,successful
TXN867650587614,2024-06-04,14:06:28,airtime,3733.95,failed
TXN999048651958,2024-05-03,09:33:22,data,11536.17,failed
TXN723083641312,2025-12-07,09:42:36,data,49414.39,successful
TXN233560665190,2025-11-12,00:15:56,airtime,15483.9,successful
TXN369827664306,2024-05-01,18:55:00,airtime,20460.76,successful
TXN131387965723,2025-05-24,20:56:53,airtime,33873.61,successful
TXN610718694486,2024-10-21,05:19:52,airtime,12500.13,successful
TXN545956661277,2025-07-01,13:54:47,cable,43230.08,successful
TXN126249138345,2024-05-12,23:18:49,cable,47792.88,successful
TXN347895073514,2024-01-20,08:18:36,airtime,29378.71,successful
TXN352785173120,2025-11-21,20:50:49,cable,41646.16,successful
TXN294552594276,2024-05-15,13:49:59,data,6481.09,successful
TXN687221914638,2025-01-04,04:11:56,data,41850.97,successful
TXN094425795420,2024-03-02,08:18:19,airtime,2742.56,successful
TXN309088414674,2025-03-29,08:43:51,cable,40291.81,successful
TXN867967190016,2024-09-17,11:13:04,data,11666.09,successful
TXN483679284608,2025-02-04,17:46:49,airtime,18527.26,failed
TXN369938634384,2024-02-12,01:51:38,airtime,38382.3,failed
TXN083732829515,2024-08-07,11:40:22,data,47575.43,successful
TXN037032816659,2025-10-08,05:08:44,electricity,31741.39,successful
TXN811901728002,2024-10-25,00:37:16,airtime,24041.21,failed
TXN432573899885,2025-01-23,05:53:50,airtime,41091.06,successful
TXN857215460293,2024-01-07,08:55:26,airtime,2436.46,failed
TXN316438331139,2024-08-18,14:13:16,electricity,28430.38,failed
TXN273514815831,2024-04-14,16:25:37,cable,3149.5,failed
TXN579186305578,2024-05-02,06:29:32,airtime,6404.27,successful
TXN767447127679,2025-03-10,23:54:39,data,40486.66,failed
TXN500408144969,2025-01-22,02:12:32,airtime,6453.18,successful
TXN946161504476,2025-05-17,12:52:13,airtime,33415.55,successful
TXN327608362333,2024-09-05,01:10:47,data,16385.14,successful
TXN584248757208,2024-07-06,08:49:11,data,19953.04,failed
TXN634584030282,2025-10-09,00:57:18,electricity,15361.26,successful
TXN067263366239,2024-04-06,08:56:44,electricity,37976.2,successful
TXN108507404382,2024-10-18,02:54:37,electricity,38618.8,failed
TXN219202381457,2025-12-16,20:09:23,data,43104.12,successful
TXN208829702678,2024-01-02,06:38:54,airtime,46120.38,successful
TXN241287266009,2024-10-06,17:43:49,cable,16623.29,successful
TXN475950964276,2025-07-23,16:25:28,airtime,7414.35,failed
TXN782077800923,2024-04-16,19:36:18,data,38703.63,successful
TXN390384405103,2024-06-26,07:46:08,airtime,28379.82,successful
TXN472056828613,2024-12-21,21:16:57,cable,12067.52,successful
TXN896233127988,2024-05-15,23:35:32,airtime,44295.64,successful
TXN972170552376,2025-09-05,14:53:33,electricity,40993.45,successful
TXN765773536267,2025-06-19,14:26:01,data,32824.46,failed
TXN224118241963,2024-11-15,13:52:17,data,5567.19,failed
TXN882869106198,2025-11-26,16:35:22,data,31064.88,successful
TXN464265577479,2025-10-21,11:54:54,airtime,7756.83,successful
TXN644608757499,2025-09-10,03:54:57,cable,3553.96,successful
TXN716939552194,2024-05-24,03:30:20,airtime,20209.88,failed
TXN941025001140,2025-08-09,21:00:26,airtime,23484.16,successful
TXN293026870372,2024-10-02,06:28:06,data,6998.58,successful
TXN510017098797,2024-07-23,13:35:21,cable,35380.4,successful
TXN612936648990,2024-07-27,23:26:30,data,17627.28,successful
TXN651510013897,2025-11-02,14:27:33,cable,30729.09,successful
TXN368431989052,2024-05-15,12:21:21,data,20891.67,successful
TXN210925977015,2024-12-25,03:08:46,electricity,30053.45,successful
TXN400268081433,2024-08-14,10:07:19,airtime,4025.2,successful
TXN722354945127,2024-08-26,15:39:27,cable,30416.4,successful
TXN365850618326,2024-09-25,22:46:46,airtime,24378.99,successful
TXN391629868976,2025-04-05,18:37:41,cable,15831.88,successful
TXN585143523445,2024-05-08,07:17:33,electricity,2027.69,successful
TXN465680204376,2025-06-11,04:53:50,airtime,39331.29,successful
TXN094168907971,2024-03-01,05:23:44,electricity,13469.15,successful
